article_title,article_quality,revision_id,country,population,region
Dragomir Zakov,Start,1112779696,Bulgaria,6.8,EASTERN EUROPE
Nayden Zelenogorski,Stub,1088342299,Bulgaria,6.8,EASTERN EUROPE
Boureima Badini,Start,1066047125,Burkina Faso,22.7,WESTERN AFRICA
Blaise Bassoleth,Stub,1050043776,Burkina Faso,22.7,WESTERN AFRICA
Nazi Boni,Start,1076793254,Burkina Faso,22.7,WESTERN AFRICA
François Compaoré,Start,1108463297,Burkina Faso,22.7,WESTERN AFRICA
Daniel Ouezzin Coulibaly,Stub,918075025,Burkina Faso,22.7,WESTERN AFRICA
Toubé Clément Dakio,Stub,1053333514,Burkina Faso,22.7,WESTERN AFRICA
Elise Foniyama Thiombioano Ilboudo,Stub,1062255717,Burkina Faso,22.7,WESTERN AFRICA
Frédéric Guirma,Stub,1053332359,Burkina Faso,22.7,WESTERN AFRICA
Emile Ilboudo,Stub,1053332274,Burkina Faso,22.7,WESTERN AFRICA
Zinda Kaboré,Stub,1050917887,Burkina Faso,22.7,WESTERN AFRICA
Christophe Kalenzaga,Start,951757578,Burkina Faso,22.7,WESTERN AFRICA
Joséphine Ki-Zerbo,Stub,1108677667,Burkina Faso,22.7,WESTERN AFRICA
Begnon-Damien Kone,Stub,1026369404,Burkina Faso,22.7,WESTERN AFRICA
Kouamé Lougué,Stub,1066098405,Burkina Faso,22.7,WESTERN AFRICA
Jean-Baptiste Natama,Stub,1115090605,Burkina Faso,22.7,WESTERN AFRICA
Jean-Baptiste Ouédraogo,FA,1105203937,Burkina Faso,22.7,WESTERN AFRICA
Mamadou Ouédraogo,Stub,1021835192,Burkina Faso,22.7,WESTERN AFRICA
Pargui Emile Paré,Stub,1109114806,Burkina Faso,22.7,WESTERN AFRICA
Filippe Savadogo,Stub,1099231025,Burkina Faso,22.7,WESTERN AFRICA
Nouhoun Sigue,Stub,1053333064,Burkina Faso,22.7,WESTERN AFRICA
Diongolo Traore,Stub,861250146,Burkina Faso,22.7,WESTERN AFRICA
Maurice Yaméogo,FA,1105869651,Burkina Faso,22.7,WESTERN AFRICA
Saye Zerbo,Start,1067927039,Burkina Faso,22.7,WESTERN AFRICA
Domine Banyankimbona,Stub,1069455389,Burundi,12.9,EASTERN AFRICA
Joseph Biroli,GA,1091158074,Burundi,12.9,EASTERN AFRICA
Joseph Butore,Stub,1021128901,Burundi,12.9,EASTERN AFRICA
Joseph Cimpaye,C,1080421208,Burundi,12.9,EASTERN AFRICA
Edouard Nduwimana,Stub,1032468586,Burundi,12.9,EASTERN AFRICA
Gervais Nyangoma,Start,1080903489,Burundi,12.9,EASTERN AFRICA
Aimée Kanyana,Stub,1032854364,Burundi,12.9,EASTERN AFRICA
Gérard Mfuranzima,Start,1059652996,Burundi,12.9,EASTERN AFRICA
Alain Mutabazi,Stub,1042900537,Burundi,12.9,EASTERN AFRICA
Cyrille Ndayirukiye,Stub,1099827364,Burundi,12.9,EASTERN AFRICA
Révérien Ndikuriyo,Start,1105613739,Burundi,12.9,EASTERN AFRICA
Eustache Ngabisha,Start,1096057884,Burundi,12.9,EASTERN AFRICA
Léonce Ngendakumana,Stub,956640760,Burundi,12.9,EASTERN AFRICA
Marie Chantal Nijimbere,Start,1081391171,Burundi,12.9,EASTERN AFRICA
Tharcisse Niyongabo,Stub,1040979617,Burundi,12.9,EASTERN AFRICA
Gabriel Nizigama,Stub,1017380720,Burundi,12.9,EASTERN AFRICA
Ancilla Ntakaburimvo,Stub,1038438954,Burundi,12.9,EASTERN AFRICA
Jean-Baptiste Ntidendereza,C,1091156761,Burundi,12.9,EASTERN AFRICA
Ririkumutima,Start,1103261297,Burundi,12.9,EASTERN AFRICA
Agathon Rwasa,Start,1089496637,Burundi,12.9,EASTERN AFRICA
Imelde Sabushimike,Start,1046251467,Burundi,12.9,EASTERN AFRICA
Albert Shingiro,Start,1088693789,Burundi,12.9,EASTERN AFRICA
Cyriaque Simbizi,Start,1080578027,Burundi,12.9,EASTERN AFRICA
Alexis Sinduhije,GA,1092395127,Burundi,12.9,EASTERN AFRICA
Ang Vong Vathana,Stub,1106363571,Cambodia,16.8,SOUTHEAST ASIA
Bun Chanmol,C,1109177249,Cambodia,16.8,SOUTHEAST ASIA
Chem Snguon,Stub,1059573671,Cambodia,16.8,SOUTHEAST ASIA
Chhan Sokhom,Stub,1059573770,Cambodia,16.8,SOUTHEAST ASIA
Chuon Saodi,Stub,1059573024,Cambodia,16.8,SOUTHEAST ASIA
Duong Sam Ol,Stub,1094852239,Cambodia,16.8,SOUTHEAST ASIA
Ieu Koeus,Stub,1107109489,Cambodia,16.8,SOUTHEAST ASIA
Khem Veasna,Start,1109114751,Cambodia,16.8,SOUTHEAST ASIA
Kou Roun,Stub,1059572876,Cambodia,16.8,SOUTHEAST ASIA
Daran Kravanh,Stub,1096672232,Cambodia,16.8,SOUTHEAST ASIA
Lon Nil,Start,1059582440,Cambodia,16.8,SOUTHEAST ASIA
Ly Khvan Pan,Stub,1059572637,Cambodia,16.8,SOUTHEAST ASIA
Mao Ayuth,C,1099980718,Cambodia,16.8,SOUTHEAST ASIA
Neav Sithong,Stub,1059563159,Cambodia,16.8,SOUTHEAST ASIA
Ngoun Chhay Kry,Stub,1059567048,Cambodia,16.8,SOUTHEAST ASIA
Norodom Norindeth,Start,1097718042,Cambodia,16.8,SOUTHEAST ASIA
Norodom Phurissara,Start,1059276168,Cambodia,16.8,SOUTHEAST ASIA
Oung Ouen,Stub,1079121769,Cambodia,16.8,SOUTHEAST ASIA
Phlek Chhat,Stub,1059566416,Cambodia,16.8,SOUTHEAST ASIA
Ponn Vongs Vaddey,Stub,1059574324,Cambodia,16.8,SOUTHEAST ASIA
Say Phouthang,Stub,1059582575,Cambodia,16.8,SOUTHEAST ASIA
Sisowath Youtevong,Start,1107113292,Cambodia,16.8,SOUTHEAST ASIA
So Nem,Stub,1111929288,Cambodia,16.8,SOUTHEAST ASIA
Tep Hun,Stub,1081916038,Cambodia,16.8,SOUTHEAST ASIA
Tep Phan,Stub,1059565834,Cambodia,16.8,SOUTHEAST ASIA
Thiounn,GA,1108028340,Cambodia,16.8,SOUTHEAST ASIA
Touch Kim,Stub,1068185468,Cambodia,16.8,SOUTHEAST ASIA
Truong Cang,Start,1067944733,Cambodia,16.8,SOUTHEAST ASIA
Tuot Saron,Start,1059582752,Cambodia,16.8,SOUTHEAST ASIA
Uch Ven,Stub,1059582941,Cambodia,16.8,SOUTHEAST ASIA
Uk Vithun,Stub,1064744142,Cambodia,16.8,SOUTHEAST ASIA
Ung Hong Sath,Stub,1094819140,Cambodia,16.8,SOUTHEAST ASIA
Veng Sakhon,Stub,1114970454,Cambodia,16.8,SOUTHEAST ASIA
Yat Hwaidi,Stub,1081234427,Thailand,66.8,SOUTHEAST ASIA
Vincent de Paul Ahanda,Stub,1083376451,Cameroon,27.9,MIDDLE AFRICA
Lawrence Fonka Shang,Stub,1041211681,Cameroon,27.9,MIDDLE AFRICA
Victor Fotso,Stub,1102345166,Cameroon,27.9,MIDDLE AFRICA
Séraphin Magloire Fouda,Stub,1009662257,Cameroon,27.9,MIDDLE AFRICA
Njomgang Isaac,Start,1108440685,Cameroon,27.9,MIDDLE AFRICA
Augustine Ngom Jua,Start,1040317165,Cameroon,27.9,MIDDLE AFRICA
Pierre Kotouo,Stub,948427004,Cameroon,27.9,MIDDLE AFRICA
Ibrahim Mbombo Njoya,Start,1112559227,Cameroon,27.9,MIDDLE AFRICA
Ousmane Mey,Start,1017007525,Cameroon,27.9,MIDDLE AFRICA
Victor Mukete,Start,1098691243,Cameroon,27.9,MIDDLE AFRICA
Bernard Muna,Start,1108720863,Cameroon,27.9,MIDDLE AFRICA
Pierre Ngayewang,Stub,1015516439,Cameroon,27.9,MIDDLE AFRICA
John Ebong Ngole,Stub,1108422427,Cameroon,27.9,MIDDLE AFRICA
Victor Anomah Ngu,Start,1112931112,Cameroon,27.9,MIDDLE AFRICA
Dorothy L. Njeuma,Start,1067488532,Cameroon,27.9,MIDDLE AFRICA
Bernard Njonga,Stub,1098278415,Cameroon,27.9,MIDDLE AFRICA
Arouna N'Joya,Stub,1021209755,Cameroon,27.9,MIDDLE AFRICA
Edouard Nomo-Ongolo,Stub,1115394556,Cameroon,27.9,MIDDLE AFRICA
Antoine Ntsimi,C,1021211954,Cameroon,27.9,MIDDLE AFRICA
André Ngongang Ouandji,Stub,1021209594,Cameroon,27.9,MIDDLE AFRICA
Paul Pondi,C,1021211934,Cameroon,27.9,MIDDLE AFRICA
Félix Sabal Lecco (politician),C,1051804573,Cameroon,27.9,MIDDLE AFRICA
François Sengat-Kuo,Stub,1021210005,Cameroon,27.9,MIDDLE AFRICA
Félix Tonye Mbog,Start,1097564213,Cameroon,27.9,MIDDLE AFRICA
Kah Walla,GA,1092436663,Cameroon,27.9,MIDDLE AFRICA
José Manuel Gomes Andrade,Stub,1081053284,Cape Verde,0.6,WESTERN AFRICA
Honório Barreto,Start,973826987,Cape Verde,0.6,WESTERN AFRICA
Fernando Elísio Freire,Start,1069455161,Cape Verde,0.6,WESTERN AFRICA
Pedro Fernandes Lopes,C,1084646808,Cape Verde,0.6,WESTERN AFRICA
Paulo Rocha (Cape Verde politician),Stub,1093958730,Cape Verde,0.6,WESTERN AFRICA
Arlindo do Rosário,Stub,1101613422,Cape Verde,0.6,WESTERN AFRICA
Gilberto Correia Carvalho Silva,Stub,1101613548,Cape Verde,0.6,WESTERN AFRICA
Luís Filipe Tavares,Start,1065001801,Cape Verde,0.6,WESTERN AFRICA
Carlos de Vasconcelos,Start,1093959761,Cape Verde,0.6,WESTERN AFRICA
Abraão Vicente,Stub,1059495714,Cape Verde,0.6,WESTERN AFRICA
Alexandre Banza,GA,1112157049,Central African Republic,5.6,MIDDLE AFRICA
Jean-Bédel Bokassa,GA,1113784938,Central African Republic,5.6,MIDDLE AFRICA
Antoine Darlan,C,1070323425,Central African Republic,5.6,MIDDLE AFRICA
Georges Darlan,C,1090255799,Central African Republic,5.6,MIDDLE AFRICA
Catherine Denguiadé,Start,1113661673,Central African Republic,5.6,MIDDLE AFRICA
Henri-Marie Dondra,Stub,1112811274,Central African Republic,5.6,MIDDLE AFRICA
Saif Durbar,C,1033150087,Central African Republic,5.6,MIDDLE AFRICA
Hassan Al Habib,Stub,988829581,Central African Republic,5.6,MIDDLE AFRICA
Rodolphe Iddi Lala,C,1115556145,Central African Republic,5.6,MIDDLE AFRICA
Désiré Kolingba,Stub,1100414331,Central African Republic,5.6,MIDDLE AFRICA
Karim Meckassoua,Stub,1042724644,Central African Republic,5.6,MIDDLE AFRICA
Abakar Sabon,Stub,1062856588,Central African Republic,5.6,MIDDLE AFRICA
Levy Yakete,Stub,1036618742,Central African Republic,5.6,MIDDLE AFRICA
Achta Ahmat Bremé,Stub,1100448797,Chad,17.7,MIDDLE AFRICA
Mohamed Bechir-Sow,Stub,1112094658,Chad,17.7,MIDDLE AFRICA
Christian Georges Diguimbaye,Stub,1106463141,Chad,17.7,MIDDLE AFRICA
Firmin Djidingar,Stub,1054942760,Chad,17.7,MIDDLE AFRICA
Roger Djikisna,Stub,1010288821,Chad,17.7,MIDDLE AFRICA
Arabi El Goni,Stub,1050732839,Chad,17.7,MIDDLE AFRICA
Acheikh Ibn-Oumar,Start,1115564327,Chad,17.7,MIDDLE AFRICA
Hinda Déby Itno,Start,1111863464,Chad,17.7,MIDDLE AFRICA
Mahamat Djarma Khatir,Stub,952741451,Chad,17.7,MIDDLE AFRICA
Oueddei Kichidemi,Start,1096370089,Chad,17.7,MIDDLE AFRICA
Alphonse Kotiga,Stub,1108077983,Chad,17.7,MIDDLE AFRICA
Baba Laddé,C,1106278873,Chad,17.7,MIDDLE AFRICA
Nadji Madou,Stub,872461806,Chad,17.7,MIDDLE AFRICA
Mariam Mahamat Nour,Stub,1077898049,Chad,17.7,MIDDLE AFRICA
Laoukein Kourayo Médard,Stub,872513852,Chad,17.7,MIDDLE AFRICA
Abbo Nassour,C,1115564144,Chad,17.7,MIDDLE AFRICA
Tahir Hamid Nguilin,Stub,1085015143,Chad,17.7,MIDDLE AFRICA
Gontchomé Sahoulba,Start,1100566547,Chad,17.7,MIDDLE AFRICA
Quatre Sou Quatre,Stub,1010289028,Chad,17.7,MIDDLE AFRICA
Djimadoum Tiraina,Stub,1112094593,Chad,17.7,MIDDLE AFRICA
Saadie Goukouni Weddeye,Start,1115480119,Chad,17.7,MIDDLE AFRICA
Patricio Achurra,Start,1063051282,Chile,19.8,SOUTH AMERICA
Hermes Ahumada,Stub,1061888618,Chile,19.8,SOUTH AMERICA
Felipe Alessandri,Stub,1115021687,Chile,19.8,SOUTH AMERICA
Lidia Amarales,Start,1109042122,Chile,19.8,SOUTH AMERICA
Ximena Anza,Start,1107215667,Chile,19.8,SOUTH AMERICA
Aurora Argomedo,Start,1060990009,Chile,19.8,SOUTH AMERICA
Claudio Arredondo,Start,1098030047,Chile,19.8,SOUTH AMERICA
Francisco Astaburuaga Cienfuegos,Stub,1097538961,Chile,19.8,SOUTH AMERICA
Camilo Ballesteros,Start,1097131738,Chile,19.8,SOUTH AMERICA
Jaime Bassa,Start,1097539409,Chile,19.8,SOUTH AMERICA
Alexandra Benado,Start,1096936718,Sweden,10.5,NORTHERN EUROPE
Diego José Benavente,Stub,1069288880,Chile,19.8,SOUTH AMERICA
Harald Beyer (politician),Stub,1094177814,Chile,19.8,SOUTH AMERICA
José Luis Cabión,Start,1111860853,Chile,19.8,SOUTH AMERICA
Mauricio Cataldo,Start,1115156426,Chile,19.8,SOUTH AMERICA
Juan Chandía,Stub,1085403808,Chile,19.8,SOUTH AMERICA
Eduardo Charme,Stub,1037350216,Chile,19.8,SOUTH AMERICA
Fernando Cordero Rusque,Stub,1103478298,Chile,19.8,SOUTH AMERICA
Juan de Dios Correa de Saa,Stub,1037542204,Chile,19.8,SOUTH AMERICA
Álvaro Covarrubias,Start,1087840742,Chile,19.8,SOUTH AMERICA
Miguel Cruchaga Tocornal,Stub,1061889467,Chile,19.8,SOUTH AMERICA
Pedro Nolasco Cruz Vergara,C,1097565855,Chile,19.8,SOUTH AMERICA
Mario Desbordes,C,1112783373,Chile,19.8,SOUTH AMERICA
Jorge Dip,Start,1095852077,Chile,19.8,SOUTH AMERICA
Jose Fernandez Dubrock,Stub,1095758707,Chile,19.8,SOUTH AMERICA
Julio Durán,Stub,1097570287,Chile,19.8,SOUTH AMERICA
Adolfo Eastman,Stub,1038273100,Chile,19.8,SOUTH AMERICA
Rojo Edwards,Start,1115021831,Chile,19.8,SOUTH AMERICA
Juan Egaña,Stub,1060973836,Chile,19.8,SOUTH AMERICA
Diego Elizondo Prado,Stub,1037492111,Chile,19.8,SOUTH AMERICA
José Maza Fernández,Start,1097589388,Chile,19.8,SOUTH AMERICA
Ángel Flisfisch,Start,1111776342,Chile,19.8,SOUTH AMERICA
"Pablo Galdames (footballer, born 1974)",Start,1103181135,Chile,19.8,SOUTH AMERICA
Jaime Gazmuri,C,1110097739,Chile,19.8,SOUTH AMERICA
Isabel Godoy,Start,1036631728,Chile,19.8,SOUTH AMERICA
Lidia González,Start,1090166891,Chile,19.8,SOUTH AMERICA
Hugo Gutiérrez Gálvez,Stub,1088424535,Chile,19.8,SOUTH AMERICA
"David Henríquez (footballer, born 1977)",Start,1106626625,Chile,19.8,SOUTH AMERICA
Alejandra Bravo Hidalgo,C,1097579028,Chile,19.8,SOUTH AMERICA
Checho Hirane,Stub,1077893937,Chile,19.8,SOUTH AMERICA
Aucán Huilcamán,Stub,1049163977,Chile,19.8,SOUTH AMERICA
Daniel Jadue,GA,1115056871,Chile,19.8,SOUTH AMERICA
Liliana Jadue,Start,1108033983,Chile,19.8,SOUTH AMERICA
Felipe Kast,Start,1115707992,Chile,19.8,SOUTH AMERICA
José Rafael Larraín,Stub,1051093031,Chile,19.8,SOUTH AMERICA
Fernando Lazcano Echaurren,Stub,1037353335,Chile,19.8,SOUTH AMERICA
Antonio Leal Labrín,Stub,1101221172,Chile,19.8,SOUTH AMERICA
Carlos Maldonado Curti,Start,1108666802,Chile,19.8,SOUTH AMERICA
Enrique Maluenda,C,1111424266,Chile,19.8,SOUTH AMERICA
Graciela Mandujano,Start,1063237992,Chile,19.8,SOUTH AMERICA
Nicolás Marambio,Stub,1061889202,Chile,19.8,SOUTH AMERICA
María de los Ángeles de la Paz Riveros,Start,1109014330,Chile,19.8,SOUTH AMERICA
María Silvia Correa Marín,Start,1115090404,Chile,19.8,SOUTH AMERICA
Juan José Martin Bravo,Start,1084670911,Chile,19.8,SOUTH AMERICA
Ricardo Matte,Stub,1062948637,Chile,19.8,SOUTH AMERICA
Sergio Melnick,Stub,1076225732,Chile,19.8,SOUTH AMERICA
Adolfo Millabur,Start,1069138774,Chile,19.8,SOUTH AMERICA
Vlado Mirosevic,C,1108584301,Chile,19.8,SOUTH AMERICA
José Musalem Saffie,Stub,1108500041,Chile,19.8,SOUTH AMERICA
Silvestre Ochagavía Echaurren,Stub,1037355246,Chile,19.8,SOUTH AMERICA
Manuel Ossa Ruiz,Start,986980123,Chile,19.8,SOUTH AMERICA
Manuel José Ossandón,Start,1083220118,Chile,19.8,SOUTH AMERICA
Enrique Oyarzún Mondaca,Stub,1037344949,Chile,19.8,SOUTH AMERICA
Luis Palacios Rossini,Stub,1097606858,Chile,19.8,SOUTH AMERICA
Héctor Parra (footballer),C,1114844859,Chile,19.8,SOUTH AMERICA
Guillermo Pérez de Arce,Stub,1061888273,Chile,19.8,SOUTH AMERICA
Bernhard Eunom Philippi,Start,1030957748,Chile,19.8,SOUTH AMERICA
Germán Picó Cañas,Start,1097609170,Chile,19.8,SOUTH AMERICA
Tancredo Pinochet,Start,1040302707,Chile,19.8,SOUTH AMERICA
Jaime Pizarro,Start,1115152029,Chile,19.8,SOUTH AMERICA
Roberto Poblete,Start,1060171802,Chile,19.8,SOUTH AMERICA
Jenaro Prieto,Stub,1037392606,Chile,19.8,SOUTH AMERICA
Catalina Pulido,Start,1073813699,Chile,19.8,SOUTH AMERICA
Bárbara Rebolledo,Start,1068434440,Chile,19.8,SOUTH AMERICA
Patricio Rey Sommer,Stub,1084819799,Chile,19.8,SOUTH AMERICA
Jennifer Rojas,Start,1096045044,Chile,19.8,SOUTH AMERICA
Sergio Romero Pizarro,Stub,1061890038,Chile,19.8,SOUTH AMERICA
Marcela Sabat,Stub,1084348581,Chile,19.8,SOUTH AMERICA
Miguel Schweitzer Walters,Start,1097635165,Chile,19.8,SOUTH AMERICA
Bárbara Sepúlveda Hales,Stub,1104248309,Chile,19.8,SOUTH AMERICA
Loreto Silva,Start,1011248294,Chile,19.8,SOUTH AMERICA
Waldo Silva,Stub,1037354612,Chile,19.8,SOUTH AMERICA
Isidro Solís,Stub,1103628118,Chile,19.8,SOUTH AMERICA
Ramón Subercaseaux Vicuña,C,1089081472,Chile,19.8,SOUTH AMERICA
Manuel Antonio Tocornal,Stub,1037489055,Chile,19.8,SOUTH AMERICA
José Francisco Urrejola,Stub,1069290613,Chile,19.8,SOUTH AMERICA
Francisco Valdés Vergara,Stub,1037357324,Chile,19.8,SOUTH AMERICA
Margarita Vargas López,C,1104834588,Chile,19.8,SOUTH AMERICA
Ramón Vega Hidalgo,Stub,988502241,Chile,19.8,SOUTH AMERICA
Leonardo Véliz,Start,1115103114,Chile,19.8,SOUTH AMERICA
Juan de Dios Vial del Río,Stub,1101140615,Chile,19.8,SOUTH AMERICA
Hernán Videla Lira,Stub,1061888375,Chile,19.8,SOUTH AMERICA
Carlos Walker Martínez,Start,1097644966,Chile,19.8,SOUTH AMERICA
Chris Watson,FA,1110011348,Chile,19.8,SOUTH AMERICA
Sergio Zarzar Andonie,Start,1037723664,Chile,19.8,SOUTH AMERICA
Hugo Zepeda Barrios,Stub,1083240431,Chile,19.8,SOUTH AMERICA
Lu Feng (politician),Stub,1099564364,China,1436.6,EAST ASIA
Zhang Lin (general),Stub,1107852480,China,1436.6,EAST ASIA
José Manuel Restrepo Abondano,C,1104908488,Colombia,49.1,SOUTH AMERICA
Yahir Acuña,Stub,1032240920,Colombia,49.1,SOUTH AMERICA
Iván Darío Agudelo,Start,1098122834,Colombia,49.1,SOUTH AMERICA
Carlos Mario Álvarez,Stub,1088725993,Colombia,49.1,SOUTH AMERICA
Julio Arboleda Pombo,Stub,1012185591,Colombia,49.1,SOUTH AMERICA
Germán Blanco Álvarez,Start,1111020487,Colombia,49.1,SOUTH AMERICA
Manuel José Bonnet,Stub,1087063772,Colombia,49.1,SOUTH AMERICA
Gloria María Borrero,Stub,1098124330,Colombia,49.1,SOUTH AMERICA
José Eusebio Caro,Stub,1089000402,Colombia,49.1,SOUTH AMERICA
Iván Cepeda,Start,1104834600,Colombia,49.1,SOUTH AMERICA
Vicky Colbert,Start,1091117036,Colombia,49.1,SOUTH AMERICA
Alfredo Cuello Baute,Start,1069156229,Colombia,49.1,SOUTH AMERICA
Alfonso Dávila Ortiz,C,1113714301,Colombia,49.1,SOUTH AMERICA
Luis Eduardo Díaz Granados,Stub,1110442663,Colombia,49.1,SOUTH AMERICA
Olga Duque de Ospina,Stub,1109585707,Colombia,49.1,SOUTH AMERICA
Eduardo Enríquez Maya,Stub,1098426482,Colombia,49.1,SOUTH AMERICA
Miguel Amín Escaf,Stub,1093469846,Colombia,49.1,SOUTH AMERICA
Juan Carlos Esguerra Portocarrero,Stub,1098142521,Colombia,49.1,SOUTH AMERICA
Juan García del Río,Stub,1093469869,Colombia,49.1,SOUTH AMERICA
Daniel García-Peña,Start,1115014530,Colombia,49.1,SOUTH AMERICA
Enrique Gil Botero,GA,1098143608,Colombia,49.1,SOUTH AMERICA
Guillermo González (politician),Stub,1100266370,Colombia,49.1,SOUTH AMERICA
Bernardo Guerra Serna,Stub,1098592157,Colombia,49.1,SOUTH AMERICA
Carlos Mauro Hoyos,C,1093469494,Colombia,49.1,SOUTH AMERICA
Augusto Ibáñez Guzmán,Start,1110600534,Colombia,49.1,SOUTH AMERICA
Gilma Jiménez,Stub,1069225684,Colombia,49.1,SOUTH AMERICA
Roberto Junguito,Stub,1101933538,Colombia,49.1,SOUTH AMERICA
Maria Claudia Lacouture,Start,967534978,Colombia,49.1,SOUTH AMERICA
Rodrigo Lara,C,1108143692,Colombia,49.1,SOUTH AMERICA
Rodrigo Hernán Lloreda Caicedo,Start,1098157236,Colombia,49.1,SOUTH AMERICA
Francisco José Lloreda Mera,C,1098157353,Colombia,49.1,SOUTH AMERICA
Fernando Londoño,Start,1108751103,Colombia,49.1,SOUTH AMERICA
Jorge Eduardo Londoño,Stub,1106087943,Colombia,49.1,SOUTH AMERICA
Lorenzo Muelas,Start,1108518143,Colombia,49.1,SOUTH AMERICA
David Luna Sánchez,Stub,1105236330,Colombia,49.1,SOUTH AMERICA
Iván Marulanda,Start,1099901662,Colombia,49.1,SOUTH AMERICA
Carlos Eduardo Medellín Becerra,Start,1101582912,Colombia,49.1,SOUTH AMERICA
Germán Montoya Vélez,Stub,1028093034,Colombia,49.1,SOUTH AMERICA
Narciso Matus Torres,Stub,1093468993,Colombia,49.1,SOUTH AMERICA
Elsa Noguera,Stub,1113697578,Colombia,49.1,SOUTH AMERICA
Antonio Ordoñez-Plaja,Stub,1069205558,Colombia,49.1,SOUTH AMERICA
Fernando Ospina Hernández,Stub,1099438511,Colombia,49.1,SOUTH AMERICA
Enrique Parejo González,Stub,1102081415,Colombia,49.1,SOUTH AMERICA
Carlos Pizarro Leongómez,C,1110236454,Colombia,49.1,SOUTH AMERICA
Daniel Quintero,C,1097150360,Colombia,49.1,SOUTH AMERICA
Juan Camilo Quintero,Stub,1015926064,Colombia,49.1,SOUTH AMERICA
Manuel María Ramírez Fortoul,Start,1009609097,Colombia,49.1,SOUTH AMERICA
Juan José Reyes-Patria Escobar,C,1110346302,Colombia,49.1,SOUTH AMERICA
Jorge Enrique Robledo,Start,1104503680,Colombia,49.1,SOUTH AMERICA
Ángela Robledo,Start,1101671356,Colombia,49.1,SOUTH AMERICA
Antonio Roldán Betancur,Start,1091776306,Colombia,49.1,SOUTH AMERICA
Gabriel Camargo Salamanca,Start,1115402463,Colombia,49.1,SOUTH AMERICA
Juana de J. Sarmiento,Start,1057118875,Colombia,49.1,SOUTH AMERICA
Yaneth Giha Tovar,Stub,1109010810,Colombia,49.1,SOUTH AMERICA
Eduardo Valencia Ospina,Start,1112726542,Colombia,49.1,SOUTH AMERICA
José María Vergara y Vergara,Start,1069225799,Colombia,49.1,SOUTH AMERICA
Luis Villar Borda,Stub,1098170341,Colombia,49.1,SOUTH AMERICA
Luis Carlos Villegas Echeverri,Stub,1039895903,Colombia,49.1,SOUTH AMERICA
Mouzawar Abdallah,Stub,1045629825,Comoros,0.8,EASTERN AFRICA
Moustadroine Abdou,Stub,1112938235,Comoros,0.8,EASTERN AFRICA
Ibrahim Aboubacar,Start,1104075788,Comoros,0.8,EASTERN AFRICA
Mohamed Ahmed-Chamanga,Stub,962865723,Comoros,0.8,EASTERN AFRICA
Saïd Ibrahim Ben Ali,Start,1051416555,Comoros,0.8,EASTERN AFRICA
Mohamed Bacar,C,1045488214,Comoros,0.8,EASTERN AFRICA
Chamina Ben Mohamed,Stub,1091671184,Comoros,0.8,EASTERN AFRICA
Saïd Mohamed Cheikh,Start,1036446434,Comoros,0.8,EASTERN AFRICA
Mohamed Dahalani,Stub,1070905174,Comoros,0.8,EASTERN AFRICA
Dawiat Mohamed,Stub,1112068629,Comoros,0.8,EASTERN AFRICA
Ahmed Ben Said Djaffar,Stub,1103330010,Comoros,0.8,EASTERN AFRICA
Abdou Soulé Elbak,Stub,1039771007,Comoros,0.8,EASTERN AFRICA
Fahmi Said Ibrahim,Stub,936630092,Comoros,0.8,EASTERN AFRICA
Gaston Feuillard,Stub,906903655,Comoros,0.8,EASTERN AFRICA
Siti Kassim,Start,1112069104,Comoros,0.8,EASTERN AFRICA
Said Ali Kemal,Start,1054672013,Comoros,0.8,EASTERN AFRICA
Sittou Raghadat Mohamed,Start,1069963767,Comoros,0.8,EASTERN AFRICA
Djaffar Ahmed Said,Stub,1112420866,Comoros,0.8,EASTERN AFRICA
Abdallah Said Sarouma,Stub,1043132737,Comoros,0.8,EASTERN AFRICA
Moussa Toybou,Stub,790006774,Comoros,0.8,EASTERN AFRICA
Léon Angor,Start,1077197673,Congo,6.0,MIDDLE AFRICA
Joseph Badiabio,Start,1034243441,Congo,6.0,MIDDLE AFRICA
Frédéric Bintsamou,Start,1058667713,Congo,6.0,MIDDLE AFRICA
Jean-Jacques Bouya,C,1105758730,Congo,6.0,MIDDLE AFRICA
Anatole Collinet Makosso,Start,1103554666,Congo,6.0,MIDDLE AFRICA
Edgard Diafouka-Bambela,Start,1106259287,Congo,6.0,MIDDLE AFRICA
Fidèle Dimou,Start,1106164994,Congo,6.0,MIDDLE AFRICA
Gabriel Entcha-Ebia,Start,1106165202,Congo,6.0,MIDDLE AFRICA
Gabriel Valère Eteka Yemet,Start,1099409330,Congo,6.0,MIDDLE AFRICA
Albert Fourvelle,Stub,826516065,Congo,6.0,MIDDLE AFRICA
Pascal Gamassa,C,1058791873,Congo,6.0,MIDDLE AFRICA
Pierre Goura,Start,1093895340,Congo,6.0,MIDDLE AFRICA
Gustave Aba-Gandzion,Stub,1109342095,Congo,6.0,MIDDLE AFRICA
Joseph Hondjuila Miokono,Start,1110821843,Congo,6.0,MIDDLE AFRICA
André Kerhervé,Stub,938502932,Congo,6.0,MIDDLE AFRICA
Pierre Mabiala,C,1103554982,Congo,6.0,MIDDLE AFRICA
Alice Mahoungou,Stub,1045092171,Congo,6.0,MIDDLE AFRICA
Paulin Makaya,C,1112682469,Congo,6.0,MIDDLE AFRICA
